"Catalogue ID","Churchwell ID","l","b","Effective Radius (arcmin)","Thickness (arcmin)","Eccentricity","Position Angle (deg)","Hit Rate","Dispersion (arcmin)","Hierarchy Flag"
MWP1G055184-003809,,055.184,-0.381,2.54,2.22,0.52,26,0.24,0.013,
MWP1G316522+002043,,316.522,+0.204,3.12,1.59,0.63,40,0.24,0.013,1
MWP1G030377+000287,,030.377,+0.029,0.69,0.67,0.28,32,0.24,0.003,
MWP1G046741+000015,,046.741,+0.001,0.41,0.47,0.44,55,0.24,0.003,
MWP1G016928+006323,,016.928,+0.632,0.53,0.49,0.51,102,0.24,0.002,
MWP1G340519-008796,,340.519,-0.880,1.15,0.96,0.82,11,0.24,0.009,
MWP1G045843-002960,,045.843,-0.296,1.76,1.53,0.38,18,0.24,0.014,1
MWP1G006617+001436,CN85,006.617,+0.144,1.13,0.77,0.51,30,0.24,0.003,
MWP1G011804+008519,,011.804,+0.852,0.91,0.78,0.32,18,0.24,0.013,
MWP1G059799+006281,,059.799,+0.628,0.98,1.04,0.17,30,0.24,0.002,
MWP1G320702+001734,,320.702,+0.173,2.80,1.84,0.43,30,0.24,0.032,1
MWP1G025836+001556,,025.836,+0.156,6.45,4.57,0.22,33,0.24,0.049,1
MWP1G003653-001171,CN43,003.653,-0.117,0.70,0.59,0.13,22,0.24,0.006,1
MWP1G336085-000702,,336.085,-0.070,1.00,1.04,0.10,29,0.24,0.008,1
MWP1G060930-000902,,060.930,-0.090,3.09,3.46,0.23,29,0.24,0.047,1
MWP1G320436+002490,S93,320.436,+0.249,2.22,1.93,0.57,21,0.24,0.015,
MWP1G009701-008719,,009.701,-0.872,1.60,1.06,0.20,28,0.24,0.011,
MWP1G327807-006277,,327.807,-0.628,0.50,0.63,0.27,5,0.24,0.003,2
MWP1G037334-006033,,037.334,-0.603,1.72,1.15,0.38,34,0.24,0.005,2
MWP1G311826-003009,,311.826,-0.301,2.08,1.78,0.34,31,0.24,0.021,
MWP1G310906-003659,S138,310.906,-0.366,0.94,1.12,0.25,7,0.24,0.009,
MWP1G341206-002303,S24,341.206,-0.230,0.48,0.51,0.24,8,0.24,0.002,2
MWP1G006131-002543,,006.131,-0.254,0.85,0.91,0.31,12,0.24,0.003,
MWP1G343961-001836,,343.961,-0.184,0.47,0.69,0.32,9,0.24,0.002,
MWP1G018879-004949,,018.879,-0.495,1.53,1.56,0.44,6,0.24,0.007,2
MWP1G011762-000972,,011.762,-0.097,1.26,1.07,0.19,6,0.24,0.005,
MWP1G039608-000203,,039.608,-0.020,0.81,0.77,0.39,22,0.23,0.004,
MWP1G333601-001855,,333.601,-0.186,4.11,3.20,0.28,32,0.23,0.060,1
MWP1G024718-001264,,024.718,-0.126,0.50,0.50,0.38,12,0.23,0.002,2
MWP1G313217-003674,,313.217,-0.367,0.49,0.56,0.06,0,0.23,0.002,
MWP1G030022-000378,,030.022,-0.038,0.42,0.51,0.10,19,0.23,0.003,
MWP1G337825+000519,,337.825,+0.052,1.42,1.05,0.32,15,0.23,0.021,2
MWP1G007001-002818,CN88 CN89,007.001,-0.282,2.84,2.19,0.17,25,0.23,0.022,2
MWP1G030323-002072,,030.323,-0.207,1.20,1.37,0.54,32,0.23,0.006,1 2
MWP1G358092-004291,CS17,358.092,-0.429,0.45,0.48,0.08,18,0.23,0.001,
MWP1G347196-000966,S9,347.196,-0.097,0.48,0.64,0.39,21,0.23,0.003,2
MWP1G040109-000646,,040.109,-0.065,1.17,1.01,0.27,40,0.23,0.008,
MWP1G028419-001322,,028.419,-0.132,0.45,0.60,0.15,7,0.23,0.002,
MWP1G336072+000372,,336.072,+0.037,0.53,0.48,0.42,22,0.23,0.003,2
MWP1G333349-001299,,333.349,-0.130,0.43,0.53,0.59,10,0.23,0.002,
MWP1G342069+003907,S19,342.069,+0.391,1.01,1.00,0.15,7,0.23,0.007,
MWP1G344480-007059,,344.480,-0.706,0.82,0.96,0.38,11,0.23,0.002,
MWP1G301076-004574,,301.076,-0.457,0.50,0.67,0.16,8,0.23,0.002,
MWP1G025723+000585,,025.723,+0.059,0.39,0.46,0.12,9,0.23,0.003,
MWP1G015480-003878,,015.480,-0.388,0.87,1.00,0.17,9,0.23,0.003,
MWP1G041729+000005,,041.729,+0.001,0.78,0.58,0.15,14,0.23,0.007,
MWP1G310508+006796,,310.508,+0.680,0.45,0.46,0.34,15,0.23,0.002,
MWP1G003320-000258,CN39,003.320,-0.026,0.50,0.49,0.26,56,0.23,0.003,2
MWP1G320532-002825,,320.532,-0.283,1.28,1.08,0.31,11,0.23,0.007,
MWP1G036847-001361,,036.847,-0.136,0.47,0.59,0.23,1,0.23,0.002,
MWP1G010238-000771,,010.238,-0.077,1.31,1.29,0.16,12,0.23,0.009,
MWP1G337288+001126,,337.288,+0.113,0.77,0.72,0.24,24,0.23,0.004,
MWP1G041479+003845,,041.479,+0.384,0.71,0.61,0.41,19,0.23,0.004,
MWP1G027179+000445,,027.179,+0.045,0.63,0.65,0.26,21,0.23,0.005,
MWP1G351019-008437,,351.019,-0.844,1.13,0.92,0.16,15,0.23,0.007,
MWP1G018452-000152,,018.452,-0.015,0.89,0.67,0.11,9,0.23,0.006,
MWP1G015131-005253,,015.131,-0.525,1.62,1.65,0.23,36,0.23,0.003,
MWP1G328288-005656,,328.288,-0.566,1.61,1.40,0.35,17,0.23,0.006,1
MWP1G337287-001131,,337.287,-0.113,0.37,0.40,0.12,0,0.23,0.003,
MWP1G340543+001262,,340.543,+0.126,0.42,0.45,0.53,15,0.23,0.001,
MWP1G329245-003060,,329.245,-0.306,0.38,0.41,0.13,8,0.23,0.001,2
MWP1G026817+002385,,026.817,+0.239,0.41,0.40,0.05,0,0.23,0.002,
MWP1G311160+000441,,311.160,+0.044,1.02,1.10,0.23,4,0.23,0.004,
MWP1G006576-000836,CN83,006.576,-0.084,0.49,0.56,0.07,8,0.23,0.003,2
MWP1G044825+001096,,044.825,+0.110,0.86,0.68,0.17,31,0.23,0.005,
MWP1G342355-000491,,342.355,-0.049,0.78,0.69,0.04,7,0.23,0.005,
MWP1G346873+003295,,346.873,+0.329,0.74,0.81,0.20,8,0.23,0.002,
MWP1G037261-000809,,037.261,-0.081,0.54,0.47,0.67,52,0.23,0.003,2
MWP1G002319-001476,,002.319,-0.148,0.89,0.74,0.31,13,0.23,0.003,
MWP1G327767+001650,,327.767,+0.165,1.24,1.11,0.39,15,0.23,0.005,
MWP1G346828-001749,,346.828,-0.175,1.15,0.90,0.14,39,0.23,0.004,
MWP1G353227-002133,,353.227,-0.213,1.41,1.19,0.48,69,0.23,0.007,
MWP1G329561+002615,,329.561,+0.262,3.01,2.96,0.15,22,0.23,0.021,
MWP1G030461+004237,,030.461,+0.424,2.93,2.16,0.40,6,0.23,0.023,
MWP1G028687+000480,,028.687,+0.048,1.03,1.01,0.09,20,0.23,0.006,
MWP1G348133+002704,,348.133,+0.270,0.61,0.75,0.07,22,0.23,0.003,
MWP1G040414+006912,,040.414,+0.691,2.29,2.02,0.38,10,0.23,0.015,1
MWP1G000828+002063,,000.828,+0.206,1.62,1.37,0.41,59,0.23,0.017,
MWP1G341966+002271,,341.966,+0.227,0.50,0.57,0.23,0,0.23,0.002,
MWP1G327917+001563,,327.917,+0.156,0.59,0.60,0.33,3,0.23,0.002,
MWP1G019388-000313,,019.388,-0.031,0.46,0.57,0.20,20,0.23,0.003,
MWP1G030532-003134,,030.532,-0.313,2.83,2.13,0.60,10,0.23,0.031,
MWP1G337157-001775,,337.157,-0.178,2.06,1.75,0.36,20,0.23,0.016,
MWP1G307896-004626,,307.896,-0.463,0.41,0.52,0.19,2,0.23,0.001,
MWP1G049420-003003,,049.420,-0.300,0.93,0.83,0.35,29,0.23,0.006,
MWP1G028297-002017,,028.297,-0.202,0.78,0.76,0.23,15,0.23,0.004,
MWP1G034117+004841,,034.117,+0.484,0.43,0.39,0.39,14,0.23,0.002,
MWP1G023371+004598,,023.371,+0.460,1.12,1.34,0.45,27,0.23,0.010,
MWP1G015074-001225,,015.074,-0.122,0.36,0.43,0.41,46,0.23,0.002,
MWP1G343517+001306,,343.517,+0.131,0.37,0.38,0.36,45,0.23,0.002,
MWP1G338594-000082,,338.594,-0.008,0.30,0.30,0.07,19,0.23,0.002,
MWP1G322531+002587,,322.531,+0.259,1.78,1.51,0.21,23,0.23,0.010,
MWP1G040849-002181,,040.849,-0.218,2.45,1.96,0.19,22,0.23,0.015,1
MWP1G340030-005837,,340.030,-0.584,1.31,0.97,0.05,7,0.23,0.002,
MWP1G049321-004225,,049.321,-0.423,1.90,1.74,0.22,27,0.23,0.009,1
MWP1G314139+003753,,314.139,+0.375,0.71,0.65,0.31,11,0.23,0.005,
MWP1G011949-000353,,011.949,-0.035,0.77,0.72,0.22,21,0.23,0.008,
MWP1G348920-000020,,348.920,-0.002,0.43,0.39,0.23,0,0.23,0.003,
MWP1G020564-008829,,020.564,-0.883,0.77,0.68,0.18,46,0.23,0.002,
MWP1G331418+005963,,331.418,+0.596,0.64,0.84,0.56,39,0.23,0.003,2
MWP1G357461+006093,CS22,357.461,+0.609,0.64,0.60,0.71,24,0.23,0.004,
MWP1G015010-006019,N15,015.010,-0.602,1.28,1.34,0.17,19,0.23,0.003,
MWP1G352059+006405,,352.059,+0.641,0.74,1.23,0.11,1,0.23,0.002,
MWP1G008925-005156,CN125,008.925,-0.516,1.38,1.16,0.01,37,0.23,0.009,
MWP1G015918+003260,,015.918,+0.326,0.57,0.49,0.17,12,0.23,0.004,
MWP1G044417+005356,,044.417,+0.536,0.49,0.65,0.20,6,0.23,0.002,
MWP1G043596+008615,,043.596,+0.862,0.53,0.47,0.66,13,0.23,0.005,
MWP1G304621-002143,,304.621,-0.214,0.48,0.73,0.39,30,0.23,0.002,
MWP1G029934-000429,,029.934,-0.043,0.53,0.50,0.16,28,0.23,0.004,2
MWP1G314570-003601,,314.570,-0.360,0.44,0.38,0.49,17,0.23,0.002,
MWP1G028134+003336,,028.134,+0.334,0.74,0.66,0.17,18,0.23,0.006,
MWP1G351999+008838,,351.999,+0.884,1.38,1.42,0.52,29,0.23,0.007,
MWP1G302549-008580,,302.549,-0.858,2.37,1.42,0.34,70,0.23,0.014,2
MWP1G018736-002912,,018.736,-0.291,0.44,0.60,0.09,0,0.23,0.002,2
MWP1G022570-005700,,022.570,-0.570,0.49,0.67,0.39,5,0.23,0.003,
MWP1G018224+004006,,018.224,+0.401,1.20,0.88,0.18,24,0.23,0.014,
MWP1G349161+000420,,349.161,+0.042,2.99,1.98,0.18,10,0.23,0.039,1
MWP1G336028-008195,,336.028,-0.819,0.55,0.62,0.24,10,0.23,0.002,
MWP1G359718-003719,CS3,359.718,-0.372,0.60,0.52,0.04,9,0.23,0.002,2
MWP1G044666+001225,,044.666,+0.123,0.56,0.47,0.56,9,0.23,0.003,
MWP1G355843-004891,,355.843,-0.489,0.69,0.74,0.33,31,0.23,0.004,
MWP1G058981+001871,,058.981,+0.187,1.88,1.31,0.22,50,0.23,0.021,
MWP1G049799+003628,,049.799,+0.363,2.28,2.04,0.46,64,0.23,0.023,1
MWP1G025268-003041,,025.268,-0.304,1.91,1.82,0.20,18,0.22,0.014,
MWP1G049997-001215,,049.997,-0.122,1.18,1.28,0.62,13,0.22,0.007,
MWP1G026543+004308,,026.543,+0.431,1.06,1.12,0.36,15,0.22,0.010,
MWP1G038986-002590,,038.986,-0.259,0.91,0.58,0.34,24,0.22,0.006,
MWP1G310765-003999,,310.765,-0.400,0.44,0.52,0.28,11,0.22,0.002,
MWP1G015294-008798,,015.294,-0.880,1.45,1.53,0.67,117,0.22,0.003,
MWP1G005854+005245,,005.854,+0.524,0.79,0.92,0.33,7,0.22,0.005,
MWP1G320353+004532,,320.353,+0.453,1.18,1.07,0.19,4,0.22,0.004,2
MWP1G028730-002332,,028.730,-0.233,0.31,0.33,0.20,14,0.22,0.001,
MWP1G338928+003899,,338.928,+0.390,0.39,0.36,0.39,11,0.22,0.004,2
MWP1G005346+000820,,005.346,+0.082,5.88,4.43,0.44,21,0.22,0.038,1
MWP1G008105+003444,,008.105,+0.344,1.39,1.58,0.37,12,0.22,0.006,
MWP1G003273-000593,CN39,003.273,-0.059,3.18,3.61,0.27,19,0.22,0.031,1
MWP1G053614-002437,,053.614,-0.244,0.52,0.74,0.37,48,0.22,0.002,
MWP1G045409-005108,,045.409,-0.511,0.94,0.90,0.14,40,0.22,0.004,
MWP1G012432-000410,,012.432,-0.041,0.53,0.61,0.38,5,0.22,0.007,
MWP1G019987+001370,,019.987,+0.137,2.68,2.14,0.40,58,0.22,0.010,
MWP1G303422-004856,,303.422,-0.486,0.65,0.65,0.10,3,0.22,0.002,
MWP1G323742-002493,,323.742,-0.249,0.71,0.85,0.19,15,0.22,0.003,
MWP1G039283-000195,,039.283,-0.020,2.70,2.03,0.46,31,0.22,0.026,1
MWP1G311956+002286,,311.956,+0.229,3.32,2.85,0.34,31,0.22,0.044,1
MWP1G045934-004012,,045.934,-0.401,0.62,0.75,0.15,14,0.22,0.002,
MWP1G010624-003166,,010.624,-0.317,0.56,0.48,0.14,45,0.22,0.003,
MWP1G054928-004766,N118,054.928,-0.477,0.49,0.64,0.26,20,0.22,0.002,
MWP1G044706+000540,,044.706,+0.054,1.37,1.44,0.58,45,0.22,0.008,
MWP1G016784+000466,,016.784,+0.047,0.42,0.36,0.20,23,0.22,0.003,
MWP1G332527-001207,,332.527,-0.121,0.37,0.41,0.41,36,0.22,0.002,2
MWP1G355684+000170,,355.684,+0.017,1.94,1.52,0.44,36,0.22,0.006,
MWP1G326234-002135,,326.234,-0.214,1.03,1.02,0.15,3,0.22,0.003,
MWP1G019151+006651,,019.151,+0.665,1.34,1.38,0.34,23,0.22,0.007,
MWP1G338464-002637,,338.464,-0.264,1.18,0.98,0.17,18,0.22,0.007,
MWP1G044910-007244,,044.910,-0.724,1.37,1.21,0.43,25,0.22,0.009,
MWP1G048844-001644,,048.844,-0.164,1.03,0.70,0.33,2,0.22,0.003,
MWP1G347348+007758,,347.348,+0.776,1.13,0.74,0.20,13,0.22,0.003,
MWP1G353910+005603,CS53,353.910,+0.560,0.34,0.34,0.17,0,0.22,0.001,
MWP1G348354+001363,S5,348.354,+0.136,3.35,2.79,0.28,23,0.22,0.032,1
MWP1G051401-008889,,051.401,-0.889,0.56,0.67,0.25,8,0.22,0.001,
MWP1G351767+004829,,351.767,+0.483,1.73,1.42,0.26,17,0.22,0.005,
MWP1G311911+004937,,311.911,+0.494,1.07,0.81,0.22,17,0.22,0.003,
MWP1G329246-002935,,329.246,-0.293,2.19,1.27,0.22,19,0.22,0.008,1
MWP1G338483+000270,,338.483,+0.027,0.54,0.46,0.48,124,0.22,0.002,2
MWP1G027475-000350,,027.475,-0.035,0.70,0.67,0.26,43,0.22,0.005,
MWP1G010067-001680,,010.067,-0.168,0.79,0.80,0.68,20,0.22,0.003,
MWP1G035233+007962,,035.233,+0.796,5.18,3.88,0.19,30,0.22,0.061,1
MWP1G331533-000927,,331.533,-0.093,1.72,1.42,0.24,27,0.22,0.017,2
MWP1G302730-008178,,302.730,-0.818,2.58,2.29,0.42,19,0.22,0.020,1 2
MWP1G034297+000812,,034.297,+0.081,1.68,1.15,0.35,13,0.22,0.011,
MWP1G041127+001142,,041.127,+0.114,1.36,1.10,0.36,18,0.22,0.009,
MWP1G351418+006431,,351.418,+0.643,0.49,0.61,0.07,10,0.22,0.001,
MWP1G332143+000436,,332.143,+0.044,0.42,0.31,0.62,92,0.22,0.001,
MWP1G037618+002733,,037.618,+0.273,0.34,0.33,0.61,26,0.22,0.001,
MWP1G301279+004437,,301.279,+0.444,0.52,0.65,0.63,5,0.22,0.002,
MWP1G338135-001755,S34,338.135,-0.176,1.81,1.16,0.48,20,0.22,0.016,1 2
MWP1G063848+005481,,063.848,+0.548,3.21,2.74,0.70,32,0.22,0.031,
MWP1G330378+001446,,330.378,+0.145,0.97,0.94,0.57,47,0.22,0.015,2
MWP1G342139+004310,,342.139,+0.431,0.60,0.71,0.49,10,0.22,0.002,
MWP1G325009-001874,,325.009,-0.187,2.09,1.82,0.44,16,0.22,0.005,
MWP1G326779-002364,,326.779,-0.236,0.68,0.56,0.09,15,0.22,0.004,2
MWP1G317976-000135,,317.976,-0.014,0.28,0.24,0.17,4,0.22,0.002,
MWP1G003676-000998,CN45,003.676,-0.100,0.29,0.20,0.22,0,0.22,0.001,
MWP1G326252-006600,,326.252,-0.660,1.23,0.71,0.58,34,0.22,0.005,
MWP1G031318-001631,,031.318,-0.163,0.37,0.50,0.27,12,0.22,0.001,
MWP1G010162-003491,CN143,010.162,-0.349,1.80,1.69,0.71,38,0.22,0.014,
MWP1G309152-002069,,309.152,-0.207,2.26,1.65,0.69,18,0.22,0.016,
MWP1G356310-001978,CS32,356.310,-0.198,0.54,0.53,0.06,1,0.22,0.002,
MWP1G012197-001292,,012.197,-0.129,0.67,0.76,0.09,7,0.22,0.005,2
MWP1G316457-000917,,316.457,-0.092,1.56,1.16,0.09,19,0.22,0.008,
MWP1G060872-001074,,060.872,-0.107,0.52,0.60,0.19,14,0.22,0.001,2
MWP1G062384-005659,N130,062.384,-0.566,1.86,1.30,0.59,26,0.22,0.011,
MWP1G049536-003891,,049.536,-0.389,0.82,0.94,0.26,2,0.22,0.003,2
MWP1G345287+009474,,345.287,+0.947,1.80,1.88,0.19,51,0.22,0.008,
MWP1G024537+003087,,024.537,+0.309,0.96,0.88,0.70,23,0.22,0.007,2
MWP1G328578-001448,,328.578,-0.145,0.44,0.51,0.36,25,0.22,0.003,
MWP1G346498+002706,,346.498,+0.271,0.85,0.49,0.72,27,0.22,0.003,
MWP1G317872-006351,,317.872,-0.635,0.43,0.40,0.71,45,0.22,0.002,2
MWP1G031543+003718,,031.543,+0.372,0.49,0.38,0.55,4,0.22,0.003,
MWP1G013708-002390,,013.708,-0.239,0.52,0.57,0.30,5,0.22,0.003,
MWP1G018848-004761,,018.848,-0.476,0.88,0.82,0.34,13,0.22,0.004,2
MWP1G023429-002078,,023.429,-0.208,2.18,2.05,0.30,49,0.22,0.020,1
MWP1G351830-003676,,351.830,-0.368,0.42,0.60,0.25,12,0.22,0.003,
MWP1G061294-003308,,061.294,-0.331,0.84,0.81,0.50,13,0.22,0.005,
MWP1G049385-002675,,049.385,-0.267,0.77,0.73,0.16,7,0.22,0.003,
MWP1G326135+008976,,326.135,+0.898,3.93,3.69,0.45,40,0.22,0.017,2
MWP1G359275-000403,CS6,359.275,-0.040,0.31,0.29,0.08,0,0.22,0.002,
MWP1G008152+002384,CN109,008.152,+0.238,0.99,0.91,0.26,32,0.22,0.005,
MWP1G032149+000372,N55,032.149,+0.037,3.93,2.57,0.22,44,0.22,0.026,1 2
MWP1G048733-001424,,048.733,-0.142,0.97,0.97,0.21,31,0.22,0.003,
MWP1G355529-001028,,355.529,-0.103,1.49,1.57,0.14,25,0.22,0.010,
MWP1G337744+000766,,337.744,+0.077,0.57,0.44,0.38,34,0.22,0.002,2
MWP1G300517-001733,,300.517,-0.173,0.76,0.73,0.15,6,0.22,0.008,
MWP1G331824+005400,,331.824,+0.540,2.83,1.76,0.53,90,0.21,0.018,
MWP1G027981+000753,,027.981,+0.075,0.54,0.61,0.14,18,0.21,0.003,
MWP1G019029+004207,,019.029,+0.421,0.99,1.24,0.35,9,0.21,0.004,
MWP1G052511-006172,,052.511,-0.617,0.80,0.80,0.24,9,0.21,0.005,
MWP1G015763-007056,,015.763,-0.706,3.93,2.42,0.45,91,0.21,0.026,
MWP1G043218+001087,N87,043.218,+0.109,0.48,0.46,0.28,13,0.21,0.002,
MWP1G322940-001856,,322.940,-0.186,2.88,1.89,0.19,61,0.21,0.015,
MWP1G320584+005569,,320.584,+0.557,1.42,0.93,0.20,29,0.21,0.004,2
MWP1G359411+000363,,359.411,+0.036,0.53,0.56,0.40,6,0.21,0.003,
MWP1G024468+004778,,024.468,+0.478,0.48,0.36,0.19,6,0.21,0.001,2
MWP1G316647+004090,,316.647,+0.409,0.63,0.47,0.43,38,0.21,0.002,
MWP1G040223-000232,,040.223,-0.023,0.35,0.36,0.15,12,0.21,0.003,
MWP1G337309-001393,,337.309,-0.139,0.87,0.80,0.28,21,0.21,0.006,
MWP1G016297-001733,,016.297,-0.173,2.33,1.73,0.61,24,0.21,0.017,1
MWP1G007982-003302,,007.982,-0.330,3.56,3.10,0.36,12,0.21,0.021,1
MWP1G030660-005418,,030.660,-0.542,0.87,0.75,0.20,26,0.21,0.002,2
MWP1G031138+001321,,031.138,+0.132,1.05,0.66,0.24,1,0.21,0.004,
MWP1G346520+000875,,346.520,+0.088,0.57,0.59,0.34,17,0.21,0.002,
MWP1G030041+005495,,030.041,+0.550,2.34,1.30,0.39,24,0.21,0.013,
MWP1G331363+000030,,331.363,+0.003,0.88,0.77,0.36,20,0.21,0.004,2
MWP1G009928-005807,,009.928,-0.581,2.04,1.12,0.61,16,0.21,0.013,
MWP1G046204+005341,,046.204,+0.534,0.46,0.44,0.53,22,0.21,0.002,
MWP1G012805-003119,N8,012.805,-0.312,0.28,0.22,0.00,0,0.21,0.001,
MWP1G332675-005986,,332.675,-0.599,0.77,0.78,0.49,61,0.21,0.003,2
MWP1G052979-006218,,052.979,-0.622,0.43,0.36,0.04,0,0.21,0.001,2
MWP1G302265+000616,,302.265,+0.062,3.96,2.66,0.27,21,0.21,0.025,1
MWP1G323450+000978,,323.450,+0.098,1.00,1.37,0.29,10,0.21,0.004,
MWP1G339784+002461,,339.784,+0.246,1.03,1.17,0.30,16,0.21,0.005,
MWP1G038839+004990,,038.839,+0.499,0.67,0.78,0.15,19,0.21,0.004,
MWP1G347091-000511,,347.091,-0.051,1.82,1.72,0.58,22,0.21,0.015,2
MWP1G032464+001944,,032.464,+0.194,0.39,0.44,0.23,37,0.21,0.001,
MWP1G341436+003834,,341.436,+0.383,0.58,0.82,0.45,24,0.21,0.004,
MWP1G049536+002056,,049.536,+0.206,0.38,0.40,0.23,0,0.21,0.001,
MWP1G039292-003259,,039.292,-0.326,0.61,0.55,0.25,32,0.21,0.002,
MWP1G348746+002874,,348.746,+0.287,3.29,3.05,0.30,9,0.21,0.024,1
MWP1G352235-001513,CS72,352.235,-0.151,0.46,0.53,0.36,4,0.21,0.002,
MWP1G336871-003769,,336.871,-0.377,0.47,0.38,0.46,24,0.21,0.001,
MWP1G037506+009345,,037.506,+0.935,2.20,1.47,0.14,36,0.21,0.008,
MWP1G302795-005875,,302.795,-0.587,0.56,0.57,0.38,32,0.21,0.001,
MWP1G048553+000830,,048.553,+0.083,1.32,1.30,0.28,21,0.21,0.007,
MWP1G014317+001421,,014.317,+0.142,1.39,1.11,0.29,27,0.21,0.011,
MWP1G316672+003695,S112,316.672,+0.369,0.43,0.52,0.32,31,0.21,0.001,
MWP1G048422+001173,,048.422,+0.117,0.64,0.60,0.29,15,0.21,0.002,
MWP1G014001-002048,,014.001,-0.205,1.55,1.06,0.57,16,0.21,0.011,
MWP1G033328-002722,,033.328,-0.272,0.75,0.73,0.39,3,0.21,0.004,
MWP1G007324-005702,,007.324,-0.570,1.79,0.87,0.43,52,0.21,0.011,
MWP1G337976+002379,,337.976,+0.238,0.49,0.52,0.34,20,0.21,0.002,
MWP1G356325-002346,CS31,356.325,-0.235,0.38,0.34,0.36,40,0.21,0.001,
MWP1G034136-002412,,034.136,-0.241,0.53,0.90,0.44,14,0.21,0.003,
MWP1G007173-009141,,007.173,-0.914,0.70,0.62,0.48,10,0.21,0.003,
MWP1G016933+007980,,016.933,+0.798,5.58,3.95,0.27,56,0.21,0.101,
MWP1G322060+006149,,322.060,+0.615,4.17,3.02,0.39,25,0.21,0.021,1
MWP1G323937-000185,S84,323.937,-0.018,2.54,2.20,0.62,20,0.21,0.017,1
MWP1G339298-000221,,339.298,-0.022,0.54,0.60,0.44,11,0.21,0.004,
MWP1G018628+003098,,018.628,+0.310,0.53,0.58,0.41,35,0.21,0.003,
MWP1G340197+004444,,340.197,+0.444,6.06,5.30,0.41,18,0.21,0.043,
MWP1G009321-004231,,009.321,-0.423,6.89,2.98,0.23,17,0.21,0.037,
MWP1G358484-004455,CS15,358.484,-0.446,5.32,3.81,0.09,47,0.21,0.048,1
MWP1G023335-004406,,023.335,-0.441,0.70,0.63,0.00,64,0.21,0.003,
MWP1G340634+003620,,340.634,+0.362,1.35,1.13,0.38,35,0.21,0.009,1
MWP1G331397-001815,S58,331.397,-0.182,0.36,0.38,0.28,0,0.21,0.001,
MWP1G332649-006069,,332.649,-0.607,0.52,0.55,0.42,63,0.21,0.003,2
MWP1G309398-003978,,309.398,-0.398,0.55,0.62,0.32,25,0.21,0.003,2
MWP1G327281-005629,,327.281,-0.563,1.09,0.87,0.51,28,0.21,0.006,
MWP1G013536-001828,,013.536,-0.183,0.73,0.67,0.22,14,0.21,0.005,
MWP1G295703-001961,,295.703,-0.196,7.38,6.35,0.33,23,0.21,0.054,1
MWP1G331057-002239,,331.057,-0.224,1.04,1.00,0.39,23,0.21,0.008,
MWP1G327733-003947,,327.733,-0.395,0.50,0.52,0.17,13,0.21,0.002,
MWP1G340260-000593,,340.260,-0.059,0.57,0.49,0.20,23,0.21,0.003,
MWP1G037847-005104,,037.847,-0.510,1.71,1.17,0.53,45,0.21,0.009,
MWP1G335362+001103,,335.362,+0.110,0.44,0.52,0.15,10,0.21,0.002,
MWP1G328928+005644,,328.928,+0.564,1.97,1.30,0.32,11,0.21,0.015,
MWP1G355529+003312,,355.529,+0.331,0.62,0.54,0.06,0,0.21,0.001,
MWP1G358443-002939,,358.443,-0.294,0.58,1.01,0.07,10,0.21,0.002,
MWP1G063945-002109,,063.945,-0.211,0.82,0.79,0.18,8,0.21,0.003,
MWP1G340050-002321,,340.050,-0.232,0.45,0.42,0.18,0,0.21,0.001,2
MWP1G308746-005067,,308.746,-0.507,0.49,0.62,0.29,4,0.21,0.002,
MWP1G029837-003674,,029.837,-0.367,0.73,0.65,0.31,33,0.21,0.003,
MWP1G320191-001752,,320.191,-0.175,1.96,1.62,0.49,17,0.21,0.012,1
MWP1G339914-004757,,339.914,-0.476,1.26,1.04,0.12,3,0.21,0.004,
MWP1G313758-008552,,313.758,-0.855,0.43,0.61,0.25,2,0.21,0.002,
MWP1G345511+000201,,345.511,+0.020,1.82,1.48,0.34,21,0.21,0.012,
MWP1G327811+001150,,327.811,+0.115,1.54,1.36,0.35,17,0.21,0.019,
MWP1G049425-004839,,049.425,-0.484,0.47,0.62,0.64,50,0.21,0.006,2
MWP1G049468-002529,,049.468,-0.253,1.13,0.93,0.01,14,0.21,0.005,1
MWP1G336413-002719,,336.413,-0.272,1.53,1.57,0.48,45,0.21,0.011,
MWP1G318064-000850,S102,318.064,-0.085,0.37,0.41,0.06,1,0.21,0.003,
MWP1G305837-000638,,305.837,-0.064,0.54,0.59,0.15,31,0.21,0.003,2
MWP1G298414+006898,,298.414,+0.690,1.38,1.35,0.05,22,0.21,0.008,1
MWP1G352097-000343,,352.097,-0.034,0.90,1.21,0.22,21,0.21,0.008,
MWP1G044652+003704,,044.652,+0.370,0.74,0.62,0.29,15,0.21,0.003,
MWP1G335453-002494,,335.453,-0.249,0.69,0.86,0.26,26,0.21,0.004,
MWP1G023532-000472,,023.532,-0.047,0.61,0.50,0.31,18,0.21,0.004,2
MWP1G028156-000267,,028.156,-0.027,0.34,0.45,0.21,7,0.21,0.003,
MWP1G356220+006843,,356.220,+0.684,0.45,0.55,0.37,16,0.21,0.005,2
MWP1G332148-004383,,332.148,-0.438,1.84,1.56,0.31,16,0.21,0.011,
MWP1G045123+001453,,045.123,+0.145,1.33,1.55,0.15,6,0.21,0.008,
MWP1G010580-004124,,010.580,-0.412,1.10,0.94,0.25,26,0.21,0.008,
